GeneSymbol,Z_score
ARMCX1,0.560080539861636
ARMCX2,0.566502588633227
ARMCX5,0.558078235169764
ARMCX6,0.585600857212732
ARPC4,0.467706334172031
ARRDC3,0.653951551729141
ARRDC4,0.583164557486725
ARV1,0.45276376493801
ASAP2,0.393521162957467
ASB1,0.429817158348083
ASB3,0.470368750699491
ASF1A,0.571505552400652
ASGR1,0.653666574092113
ASH2L,0.587322329396842
ASNA1,0.577669152362516
ASPHD2,0.627745215484545
ASTE1,0.44695042839911
ATF5,0.753482944865636
ATG12,0.575592649856786
ATG16L1,0.450931410546038
ATG2A,0.45777336091226
ATG4A,0.481183185697646
ATG9A,0.44911252782418
ATM,0.375699179678918
ATN1,0.423207542477212
ATP13A2,0.618613495711864
ATP1A1,0.392313894058786
ATP2A2,0.464005148250548
ATP2A3,0.452841071598818
ATP5A1,0.469138890846311
ATP5E,0.474150973898121
ATP5F1,0.444482211177756
ATP5G1,0.442474517817838
ATP5J2,0.458939800287672
ATP5L,0.475705811885744
ATP5S,0.428056929205337
ATP6AP1,0.47681649927253
ATP6AP2,0.378755590743097
ATP6V0A1,0.366774301856603
ATP6V0E2,0.592888616231497
ATP6V1B2,0.467745712900057
ATP6V1E2,0.445130094882009
ATP8B4,0.410247795827513
ATP9B,0.448517494518067
ATXN1,0.352983042276173
ATXN2,0.42023527753713
AUP1,0.469706773555733
AXL,0.871219123968381
AZI2,0.558093364891584
B3GNT2,0.556656455831575
B3GNT5,0.581645574867252
BATF,0.388216641035951
BAX,0.607440507032212
BBS1,0.460566349011594
BCAP31,0.464017583638346
BCAS2,0.458510157639266
BCAT1,0.666621968356083
BCDIN3D,0.461923878846162
BCL10,0.580599758753477
BCL2,0.570325848611589
BCL2L1,0.591569843355565
BCL2L11,0.414815728278486
BCL2L12,0.563194360966147
BCL2L13,0.624833676688208
BCL3,0.433900939700805
BCL6,0.438511359726753
BCL7C,0.585994644492989
BCLAF1,0.5666557511596
BECN1,0.460073078628957
BET1,0.416236264077895
BIRC8,0.49031697803496
BLCAP,0.565584649757303
BLNK,0.557080917068399
BMS1,0.570458907261023
BNIP3,0.834058040099981
BOK,0.610376916604144
BOLA3,0.461716622382869
BRF2,0.573019768121469
BRI3,0.626565718951946
BRI3BP,0.341078023768171
BRWD1,0.593539401526237
BRWD3,0.448930349392946
BSDC1,0.583883530157888
BTBD11,0.618401886862842
BTBD3,0.460802206866821
BTG2,0.416445178592894
BTG3,0.444995792693795
BUD31,0.561839732722065
C1GALT1,0.565088892297106
C1QA,0.279835604173316
C1QB,0.309230788362135
C1QC,0.323526717430683
C1R,0.440375009844682
C1S,0.340300397517897
C2,0.407710354947419
C2CD2,0.406200077099404
C3,0.443934017832346
C5AR1,0.443454840889213
CA11,0.220811035992157
CA2,0.389471993434115
CA5B,0.621274046931154
CACNB3,0.581251373074069
CACYBP,0.573696667730583
CAD,0.459393277429357
CALR,0.583765393973811
CALU,0.463301305301206
CAMK2G,0.610171525449021
CAMTA2,0.479948973458737
CANT1,0.583724357194079
CAPG,0.398557080502556
CAPN2,0.615698640812114
CAPN5,0.567672136855588
CAPRIN1,0.558366321653741
CAPS2,0.447362454248136
CAPZB,0.39607746417572
CARD16,0.608186423043603
CASP1,0.643816917930586
CASP2,0.454899750048705
CASP4,0.592201353799218
CASP8,0.579774463516645
CASZ1,0.605907016460308
CAT,0.38830721211041
CATSPER1,0.651267166016572
CBL,0.465682267551514
CBLL1,0.612644095056104
CBR3,0.426658155334574
CBR4,0.454259120320667
CBWD3,0.459758877830605
CBX1,0.579165129514564
CCDC112,0.600502389667022
CCDC117,0.441713472084627
CCDC12,0.471494360551634
CCDC151,0.4643193490489
CCDC28A,0.434549445174448
CCDC43,0.560268314217379
CCDC71,0.598952733090982
CCDC86,0.591706632621338
CCDC90B,0.568429866485386
CCDC93,0.45410637230722
CCL2,0.623618739300385
CCL20,0.431544019200239
CCL22,0.352734749033149
CCL24,0.408160515985691
CCL8,0.698763300683532
CCNA1,0.625909544989161
CCND2,0.628358487359428
CCNG1,0.678402840242573
CCNK,0.58223459773593
CCNYL1,0.572036750716071
CCPG1,0.403219729157254
CCR1,0.708434716286627
CCR2,0.653388021405448
CCR3,0.54553300144665
CCT3,0.587053310507488
CD14,0.383255543074111
CD163L1,0.48322528363047
CD1D,0.610659199907149
CD209,0.398097592923435
CD22,0.563167003112992
CD226,0.616348597081
CD2BP2,0.59865117493689
CD300A,0.67865631489718
CD300C,0.694475371714467
CD302,0.309011096511045
CD33,0.653464499040403
CD38,0.622773961956004
CD44,0.366460930084105
CD46,0.386235683759798
CD48,0.604228653620563
CD58,0.563486178066463
CD69,0.682363096743172
CD72,0.697295924923419
CD93,0.700984053687714
CDC16,0.598293450281247
CDC37,0.551358980629811
CDC42BPB,0.475406119039822
CDC42EP4,0.602644592471616
CDC42EP5,0.494438687320464
CDC42SE1,0.430181307954089
CDK2,0.477059818360436
CDK4,0.56070769791956
CDK5RAP1,0.566792125912447
CDKN2C,0.55929151450588
CDKN2D,0.418406239248571
CDS1,0.560753294341484
CDV3,0.567259696493635
CDYL,0.480115814911688
CEACAM3,0.587930005347217
CEBPA,0.432969321898303
CEBPD,0.664050744672473
CEBPE,0.57332194804495
CEP135,0.440827865216977
CEP192,0.470587406268265
CEP63,0.606620393206962
CEPT1,0.614532615949628
CES2,0.462727204897885
CETN2,0.384684783644978
CFL1,0.456833660107691
CHCHD4,0.463642656696249
CHCHD7,0.458738968774741
CHD1,0.582680613644937
CHD2,0.478131127019196
CHD7,0.401770384709447
CHI3L1,0.153251646652601
CHKA,0.44756287124814
CHN2,0.384432552529151
CIB2,0.54304675291299
CIITA,0.456947443906038
CIR1,0.61019598171169
CISD1,0.627875372543493
CKAP5,0.461070189473859
CKLF,0.469600036477138
CKM,0.548433141137506
CKS1B,0.414664016547356
CLCN4,0.565860922622872
CLEC10A,0.422941217921881
CLEC1A,0.616086417654935
CLEC4A,0.421246274565072
CLEC4E,0.461485531426298
CLEC9A,0.60859347473751
CLIC1,0.582853880048249
CLIC2,0.616932438538096
CLIC4,0.463262962855497
CLINT1,0.465256148262984
CLK1,0.441635750910892
CLN3,0.643285719615166
CLOCK,0.575350159794733
CLTA,0.592816905495198
CLYBL,0.408124246104615
CMPK2,0.64585777232463
CMTM4,0.483288082338848
CMTM6,0.462936326669347
CNBP,0.6208841975237
CNNM3,0.448811798695942
CNOT10,0.475710578784399
CNOT3,0.563683693475981
CNOT6L,0.455460171525449
CNPY2,0.464773862472901
COASY,0.463754575186427
COL4A3BP,0.419135989255825
COMMD6,0.455875927990815
COMMD9,0.562889693965106
COMTD1,0.42241934614731
COPB2,0.473904131450339
COPZ1,0.446560786248119
COQ10A,0.675556794488636
COQ2,0.591616683316269
COQ7,0.476959713488665
CORO1A,0.6467093891323
CORO1B,0.471880686599212
CORO2A,0.585369351743234
COX4I1,0.466851194004485
COX8A,0.478753103665538
CPD,0.435924591808396
CPNE3,0.454369380759139
CPNE9,0.56573677600136
CPPED1,0.457862688447939
CPSF4,0.451013691361965
CPVL,0.337010822932513
CREBL2,0.347202659514937
CRELD2,0.666618237739744
CRISPLD2,0.695637044191223
CRTC3,0.457537710313496
CSK,0.464632306308472
CSNK1D,0.602526041774613
CSNK1E,0.577339614585881
CST3,0.577843040535219
CST7,0.598812834978259
CSTB,0.572734168715051
CSTF3,0.417224877407802
CTBS,0.457595327610292
CTDSP2,0.480192499803106
CTLA4,0.592096482028792
CTNNBL1,0.591832230038094
CTNND1,0.560267899704452
CTSD,0.702681276865619
CTSF,0.488246071453738
CTSS,0.378980049492843
CUEDC1,0.638848358736067
CUL1,0.594490915949214
CUL2,0.463312704406687
CUL4A,0.565350657210245
CXCL13,0.545649894091947
CXCL9,0.413440374388075
CXCR4,0.786503044597446
CYB561D1,0.416324140818331
CYBB,0.383791922801113
CYCS,0.477482621545553
CYP1B1,0.33583609329857
CYP27A1,0.232547969508429
CYP27B1,0.387917155446493
CYP2B6,0.477134430687221
CYP2R1,0.469727291945599
CYP4V2,0.27768635464897
CYP51A1,0.446623999469423
CYTIP,0.593638470115691
DAG1,0.441114500905711
DAGLB,0.593065820507613
DAP3,0.596578817560426
DAPK1,0.340073451690591
DARS,0.638128349782588
DARS2,0.469694752680862
DBNDD2,0.441531915422783
DCAF6,0.442939601321467
DCAKD,0.425899596678922
DCP1A,0.603196930946292
DCP2,0.408408601972253
DCPS,0.565062570726268
DCUN1D3,0.566515231277487
DDB2,0.602162721194461
DDIT3,0.617927269561901
DDIT4,0.720863886390297
DDT,0.452464279348552
DDX17,0.452900554203783
DDX19B,0.564753965852425
DDX3X,0.434624886527086
DDX46,0.445782952741381
DDX50,0.567872968368519
DDX58,0.609837428030193
DEFB1,0.741748083913997
DEK,0.448763715196458
DENND1A,0.594450293682409
DENND2D,0.624232840201122
DENND3,0.583006006292306
DENND4C,0.450024456262669
DERA,0.483094504802132
DERL1,0.458668501577222
DEXI,0.588626387063881
DFFA,0.558698139251473
DHCR24,0.336422421833225
DHDDS,0.594609052133291
DHRS4,0.42572508673683
DHX30,0.450820321081713
DHX32,0.437720883575754
DHX40,0.38181158729435
DHX58,0.574448801435873
DIAPH2,0.445283671921309
DICER1,0.346653222630748
DKC1,0.475120105120478
DLEU7,0.583600210572567
DMAP1,0.576413799964352
DMXL2,0.451829660057949
DNAJB1,0.43622697898834
DNAJB6,0.438089385567489
DNAJC10,0.388789290644029
DNAJC13,0.349613052183032
DNAJC25,0.42425791823318
DNAJC25-GNG10,0.37572446496744
DNASE2,0.724115740299361
DOCK11,0.389965263816752
DOCK2,0.472340381434795
DOK2,0.59790152830916
DOPEY1,0.566154397774895
DPAGT1,0.458792233685808
DPH5,0.47608384767479
DPM3,0.414412614457382
DPP7,0.457098533867779
DPP9,0.392005496441407
DPY19L1,0.4502416610362
DPY30,0.469602938067624
DPYD,0.384827583348187
DRAM1,0.42281085360647
DTX3L,0.590117182804346
DUS3L,0.466715233764565
DUSP1,0.584783644977969
DUSP10,0.667400216375748
DUSP18,0.573458322797797
DUSP28,0.362917259074724
DUT,0.441577304588244
DYNC1H1,0.457764448884339
DYNLT3,0.585800652443346
DYRK2,0.44975896073319
E2F2,0.699833987572902
EBI3,0.343917022802356
ECHDC1,0.396440162986483
ECM1,0.454913014462356
ECSIT,0.469903045426472
ECT2,0.447971580993753
EDEM1,0.395461705223277
EDN1,0.805964426500641
EEF2K,0.443254423889209
EFHD2,0.466290772527741
EFNA4,0.60825046529076
EGLN1,0.557989114890548
EGLN3,0.623382466932231
EGR1,0.395864404531455
EGR2,0.37001247683909
EHD1,0.397957694810713
EI24,0.591663523276973
EID2,0.602827185415777
EIF2AK2,0.696561822530436
EIF2B4,0.58656501427997
EIF4A3,0.566252844594959
EIF4B,0.444895687822025
EIF4E2,0.572256857080088
EIF4EBP3,0.415114592098555
EIF5,0.59425464358106
ELAVL2,0.494366147558312
ELMO1,0.626413592707889
ELMO2,0.564401215351901
ELOF1,0.578473100183629
ELOVL5,0.393222299137399
ENDOD1,0.573492312857777
ENG,0.456937910108727
ENO1,0.600585292252339
ENO2,0.607726728208019
ENOSF1,0.406324845490307
ENPP4,0.686909474521963
EPAS1,0.469916517096586
EPB41L2,0.473325056891899
EPDR1,0.620174136880459
EPHB1,0.558678657143923
EPHB2,0.410909980227733
EPHX1,0.382991291083413
EPSTI1,0.593368000431094
ERAL1,0.561911236201901
ERGIC2,0.468838368974536
ERGIC3,0.39159409236177
ERLIN1,0.563471670114033
ESPNL,0.542607369210809
ESYT1,0.569177440548484
ETFA,0.443622925880944
ETFB,0.468504686068635
ETFDH,0.469594647809092
ETHE1,0.45083773062463
ETS2,0.455026591004241
ETV2,0.685378678284082
ETV6,0.450992758459173
EVI2A,0.577132358122588
EVI5L,0.602592156586403
EWSR1,0.568248931592932
EXOC4,0.457867662603058
EXOC7,0.471030520586785
EXOSC1,0.562332795848239
EXOSC6,0.628049467972659
EXT1,0.580988779135077
EZR,0.579633736378069
F11R,0.678662739847542
F3,0.384268198153759
FABP3,0.477907704551767
FABP4,0.417785506141009
FADD,0.588517370164189
FADS1,0.344719727084689
FAH,0.637480258821871
FAM103A1,0.575513477887808
FAM104A,0.594293607796159
FAM117B,0.356150957317604
FAM118A,0.653776627274122
FAM120A,0.46503749269421
FAM120AOS,0.570542224359267
FAM122B,0.464272094575269
FAM129A,0.438727942730894
FAM131A,0.463933437514249
FAM134A,0.566341964874175
FAM135A,0.570443984795666
FAM13A,0.581531583812441
FAM160B2,0.467112958917624
FAM168B,0.3602444797241
FAM172A,0.471340990768797
FAM173A,0.447517896595605
FAM173B,0.454650627779827
FAM175A,0.574745385434845
FAM177A1,0.472423491276576
FAM193B,0.460268521473842
FAM20A,0.424663104618918
FAM20B,0.475355133949852
FAM20C,0.373496665243506
FAM43A,0.554904931460288
FAM46C,0.579141916790675
FAM58A,0.446528039726919
FAM60A,0.464073957396361
FAM65B,0.628221905350118
FAM69A,0.61875297931166
FAM8A1,0.580507944140238
FANCE,0.430636235891016
FAR1,0.41103184702815
FAR2,0.430784838775197
FASN,0.445305848362881
FASTK,0.39856557801755
FBP1,0.324977927186659
FBXL18,0.464706296865868
FBXO22,0.574061646362442
FBXO4,0.436126045090716
FBXO5,0.464225876383955
FBXO7,0.55944260446762
FBXW11,0.450827367801465
FCGR2A,0.436013919344075
FCGRT,0.396482443304995
FCHSD2,0.447378620252273
FCN1,0.634007055010011
FDFT1,0.433392954109274
FDPS,0.411187289375619
FERMT2,0.463060058777933
FFAR2,0.644856309093999
FGL2,0.473841332741962
FGR,0.463452395262946
FIG4,0.357050243111832
FIS1,0.437454144507497
FKBP11,0.586512163881831
FKBP15,0.571569180134883
FKBP2,0.464616554817262
FLT3LG,0.569891439064527
FLVCR1,0.447928678905852
FLYWCH2,0.569674856060386
FNBP1,0.457201333073572
FNIP2,0.579138393430799
FOLR2,0.379238291046106
FOXJ2,0.446280575509747
FOXK1,0.412618187998193
FOXN2,0.607160710806767
FPR3,0.658518447897798
FRAT1,0.421530837689173
FRMD4B,0.387741194709157
FSD1L,0.55422906813349
FTH1,0.396784830484939
FUK,0.423840710972572
FURIN,0.457617711308327
FUS,0.579310209038869
FUT4,0.566236056821432
FXYD6,0.754171036323768
G6PD,0.44706690653148
GAA,0.346619647083694
GABARAPL2,0.425007979373837
GABRR2,0.496663917064254
GADD45A,0.601112552694956
GALC,0.436380970540566
GALE,0.59638524002371
GALM,0.674264964952932
GALNT1,0.470702019092465
GALNT10,0.563679341090252
GALNT11,0.39502066346939
GAPDH,0.620330615510245
GAPVD1,0.460056083598967
GAR1,0.559732349003304
GARS,0.566131392307469
GART,0.612570519011635
GAS2L1,0.475616484350065
GATM,0.673725890891907
GBAS,0.452191944355785
GBE1,0.644722214162249
GBP6,0.561570299319784
GCA,0.460949358955759
GCLM,0.593887177871642
GCNT1,0.672211260658164
GCNT2,0.581156449613881
GDE1,0.451101775358865
GDF15,0.617472963394364
GDPD5,0.604620990105576
GEMIN5,0.557634913594781
GFM1,0.442017931829204
GGCT,0.419758380415093
GGH,0.440473663921209
GIMAP2,0.469668845622951
GINS3,0.470032166203103
GIT2,0.567013061302317
GJC1,0.577355158820628
GK,0.338345347299656
GLA,0.437236317964576
GLIPR1,0.423027229354147
GLT1D1,0.604877573607133
GLTP,0.45044249254913
GM2A,0.412865444958901
GMCL1,0.461753721289798
GMDS,0.578299212010927
GMFG,0.451408722181001
GMPR,0.626230377994338
GNA11,0.43025944364075
GNA12,0.463005343071624
GNA15,0.416660518058256
GNAI3,0.603600252023859
GNAS,0.452853299730152
GNB2,0.57784055345766
GNB4,0.392277209664783
GNG10,0.329131139454584
GNG7,0.475197204524823
GNGT2,0.600297413024825
GNLY,0.652282100917317
GNPDA1,0.649780722661836
GNS,0.450329745033099
GOLGA3,0.449806836976211
GOLM1,0.593875364253234
GORASP2,0.457708696895713
GPAA1,0.417670271547418
GPATCH3,0.596961205735201
GPBAR1,0.757182472735412
GPC4,0.375208189117378
GPHN,0.483975137514663
GPI,0.624773365057389
GPN2,0.57709090682993
GPR137,0.358224558232849
GPR137B,0.433155023689414
GPR18,0.616109215865897
GPR35,0.62824656886925
GPR65,0.58105945358906
GPR68,0.368825104560886
GPR84,0.379220052477337
GPT2,0.58959945615904
GPX4,0.466172221830738
GPX7,0.576958469949885
GRAMD1A,0.405196126791214
GRAMD4,0.61244554336427
GRIN3A,0.647417584467372
GRPEL1,0.571477365521644
GSK3B,0.445709998466302
GSN,0.391965910456918
GSR,0.429221917785506
GSTO1,0.574006930656133
GSTZ1,0.394125315547965
GTF2F1,0.560389766504868
GTF2F2,0.41240906622673
GTF3A,0.466629844101688
GTF3C6,0.639165461124905
GTPBP8,0.573263916235228
GTSF1,0.640835326449655
GUK1,0.566525179587726
GUSB,0.41858302901176
GXYLT1,0.439667021766074
GZMH,0.607408589536865
H1F0,0.724143098152516
H1FX,0.640448171376224
H2AFJ,0.590314905470327
H2AFX,0.5727598685165
H2AFY2,0.654890008994931
H3F3A,0.447423594904807
H6PD,0.415066508599071
HACL1,0.463499649736577
HADHB,0.460538162132586
HAMP,0.655375403631962
HAPLN3,0.422094782525793
HARS,0.570045016103827
HAT1,0.37787205644008
HAVCR2,0.610407590560712
HCFC1R1,0.576352244794754
HCK,0.443261885121888
HDGF,0.443670594867501
HEATR6,0.462067300318761
HEBP2,0.666996066272327
HECTD1,0.453992795765336
HERC1,0.336902842315138
HERC2,0.458553266983631
HERC4,0.457898751072552
HERC5,0.638411669367909
HERC6,0.706737078595796
HESX1,0.734465091793888
HIGD2A,0.449656161527397
HINT1,0.574835334739914
HIP1,0.575110571323167
HIPK2,0.431621947630437
HIST1H2AC,0.639397588363793
HIST1H2BD,0.741153257864347
HIST1H3A,0.54800474202788
HIST1H3H,0.538667423843613
HIST1H4A,0.5479380054467
HIST1H4C,0.692143321989496
HIST1H4H,0.587460569457859
HIST2H2AA3,0.631817597731785
HIST2H2AA4,0.616443313284725
HIST2H2BE,0.609284882299055
HIVEP3,0.588396539646089
HK2,0.62401998781332
HLA-DMA,0.46106583708813
HLX,0.401164988580169
HMG20B,0.408738139748888
HMGB1,0.418596707938337
HMGCR,0.443769456200492
HMGN2,0.58370114447019
HMOX1,0.723067437108026
HNRNPAB,0.47697007631183
HNRNPH2,0.47245084912973
HOMER3,0.574251907795745
HOXD12,0.546668352352568
HPCAL1,0.596154978092992
HPD,0.557312837050823
HPS5,0.602001682922482
HPSE,0.618385099089315
HS1BP3,0.573821436121486
HS3ST1,0.568451006644642
HSBP1,0.437895808030773
HSCB,0.451673388684626
HSD11B1,0
HSD17B12,0.391165693252144
HSD17B8,0.424928392891932
HSH2D,0.685805833854929
HSP90B1,0.603052887704303
HSPA1A,0.3982287862647
HSPA1L,0.44174766940107
HSPA6,0.635415569934548
HSPBAP1,0.404168134733282
HSPD1,0.553907820615386
HTATIP2,0.444647394579
HTRA4,0.421202543451318
IARS2,0.451622818107583
IBTK,0.380321206066811
ICA1,0.429875397414268
ICAM2,0.739741841349323
ICAM3,0.664718110484276
ICMT,0.457697712303158
ID2,0.757567969757137
ID3,0.673299978859841
IDI1,0.386180346284099
IER3IP1,0.430501104676949
IER5,0.653277139197586
IFFO1,0.455739345981505
IFI27,0.867801464888683
IFI27L2,0.458624148694077
IFI35,0.569676928625019
IFI44,0.678881395416316
IFI44L,0.812238079644514
IFIH1,0.604571870323776
IFIT1,0.883420311962429
IFIT2,0.714447433543215
IFIT3,0.716822592612551
IFIT5,0.581342565917918
IFITM1,0.947429398085779
IFITM2,0.729105439653136
IFITM3,0.806944749572015
IFNAR1,0.45659821676539
IFNAR2,0.462019838588666
IFT172,0.486281901951112
IFT74,0.472918834223845
IGF2BP3,0.596193113282238
IK,0.568676916189631
IKBKE,0.391183310051524
IL13RA1,0.421111972376859
IL1RN,0.769582626934221
IL21R,0.43873270962955
IL23A,0.48204889594482
IL27,0.643856918428001
IL27RA,0.663011975278449
IL4I1,0.77814646399748
IL4R,0.452346764933864
IL6ST,0.558767362910212
IL7,0.475106011680974
IMPDH1,0.430441829328448
IMPDH2,0.628434343224994
INO80C,0.58578075582287
INPP1,0.442393273284227
INPP5E,0.58689040692734
INPPL1,0.452674851915257
INSIG1,0.396859650068187
INTS1,0.434422811475376
INTS2,0.465749625902084
INTS3,0.463816130356025
INTS6,0.453967924989741
IP6K1,0.434827376091724
IPO11,0.467878771549491
IPO5,0.471769597134887
IQGAP2,0.599999792743537
IRF2,0.425295029575497
IRF4,0.607796988149075
IRF7,0.633780523695632
IRF8,0.448566407043404
IRF9,0.597716655543903
IRS2,0.46000592753485
ISCU,0.459233482696158
ISG15,0.918311937557773
ISG20,0.811120967307365
ISOC1,0.399064858837623
ISY1,0.569409775043835
ITGAM,0.405803388228662
ITGAV,0.447873548686616
ITGAX,0.326257114078103
ITGB1,0.386155475508504
ITGB2,0.457343718263854
ITGB7,0.627188731880604
ITPKA,0.482391076365716
ITPKB,0.433320828860048
ITPR2,0.409257317189437
JDP2,0.618363129904206
JMJD8,0.407756780395197
JOSD1,0.572600488296228
JUN,0.660065202883352
KBTBD7,0.458514302768532
KBTBD8,0.571217465916675
KCNJ10,0.618146961412992
KCNK13,0.65378346673741
KCNK6,0.42530021098708
KCNMB1,0.577420651863028
KCTD14,0.794032671908873
KCTD18,0.427972161311851
KDM1B,0.56327767806439
KHNYN,0.433621350731823
KIAA1143,0.608617516487252
KIDINS220,0.464289296861723
KIR2DL3,0.789502045621293
KIR2DL4,0.772046906282773
KIR3DL1,0.603106981641222
KIR3DL2,0.625958043001571
KLF10,0.67531782778646
KLF4,0.76737327303552
KLF9,0.303330196852189
KLHDC7B,0.590893772772304
KLHDC8B,0.710384585093286
KLHL2,0.382471699129937
KLHL22,0.564954382852429
KLHL24,0.455302656613347
KLHL36,0.595936737037145
KLHL5,0.391015225059794
KLK4,0.490597188773332
KPNA3,0.610876197424217
KRCC1,0.456910759512035
KRT10,0.443203853312166
LAGE3,0.588579961616103
LAMB3,0.431816354193006
LARP1,0.559950797315614
LARP1B,0.448830037264712
LCP1,0.475613997272505
LCP2,0.585337226991424
LDHA,0.699165170965857
LDHB,0.598175521353633
LDLR,0.376621470940571
LEPROTL1,0.573199666731607
LETM1,0.475578763673745
LFNG,0.64836350296584
LGALS1,0.636046458608812
LHPP,0.405909089024941
LILRA2,0.765586722321936
LILRA5,0.701613491566735
LILRB3,0.462302950917524
LIMK1,0.455583489121108
LIN7C,0.568926038458509
LIX1L,0.562466476267062
LMBRD1,0.420081285984904
LMTK2,0.576405302449357
LPAR1,0.718796710425415
LPAR5,0.618583236268223
LPGAT1,0.430899451599398
LPL,0.33176122397377
LPP,0.334891211082418
LRIG1,0.483553577868326
LRP1,0.403799425485084
LRP3,0.425359071822655
LRRC14,0.462569482729319
LRRC3,0.586007701650176
LRRC37B,0.554677363863592
LRRK2,0.384220114654276
LRSAM1,0.581000592753485
LSM14A,0.449406417489129
LSM4,0.452381169506771
LSP1,0.69856806509511
LTBP4,0.468353803363358
LY6E,0.657823309719914
LY96,0.446535293703134
LYAR,0.603808130256542
LYRM2,0.406607750562701
MACF1,0.468032348588791
MAD1L1,0.638660584380324
MAD2L1BP,0.583539069915895
MAD2L2,0.411997040377704
MAGED1,0.472983290983929
MAGOH,0.574712017144255
MAN1B1,0.560674951398359
MAN2B1,0.430033948608687
MAN2C1,0.421243372974586
MANEA,0.438263895509582
MAP3K1,0.591604040672008
MAP3K14,0.585979307514705
MAP3K8,0.462467098036452
MAP4K1,0.636256409406127
MAPK13,0.447020481083703
MAPK14,0.590183297616136
MAPRE2,0.451666756477801
MARCKS,0.609354520470721
MARCKSL1,0.713097779454252
MARCO,0.59590627033704
MAT2A,0.416778446985869
MAT2B,0.470327092150369
MBNL1,0.433722906398836
MBNL2,0.441249632119778
MBTPS1,0.414350023005467
MCFD2,0.578863985873399
MCM5,0.441642175861254
MCM7,0.438610013803281
MCM8,0.445501705720693
MCRS1,0.460679511040552
MDM2,0.615588380373642
